ic_short_name;ic_sp;ic_pt;field;length;comentarios;repeticiones
L2CB;30163;;MEA_LIMIT_MAX_44;17;;1
L2CB;30163;;FLG_TIER_IND_44;1;;1
L2CB;30163;;MEA_TIER_VALUE_44;9;;1
L2CB;30163;;MEA_LIMIT_MIN_45;17;;1
L2CB;30163;;MEA_LIMIT_MAX_45;17;;1
L2CB;30163;;FLG_TIER_IND_45;1;;1
L2CB;30163;;MEA_TIER_VALUE_45;9;;1
L2CB;30163;;FILLER_5;18;;1
L2CB;30163;;COD_OFFER_ID_5;10;;1
L2CB;30163;;COD_OFFER_DESC_5;40;;1
L2CB;30163;;MEA_CURR_CYCLE_SPEND_5;13;;1
L2CB;30163;;MEA_LAST_CYCLE_SPEND_5;13;;1
L2CB;30163;;MEA_TOT_CB_RECEIVED_5;13;;1
L2CB;30163;;DAT_OFFER_ACCEPT_DATE_5;8;;1
L2CB;30163;;DAT_OFFER_START_DATE_5;8;;1
L2CB;30163;;DAT_OFFER_ACTUAL_END_DATE_5;8;;1
L2CB;30163;;COD_DISB_MODE_5;1;;1
L2CB;30163;;DAT_LAST_DISB_DATE_5;8;;1
L2CB;30163;;DAT_NEXT_DISB_DATE_5;8;;1
L2CB;30163;;COD_OFFER_PERIOD_FREQ_5;1;;1
L2CB;30163;;COD_OFFER_PERIOD_VALUE_5;2;;1
L2CB;30163;;DAT_LAST_PERIOD_START_DAT_5;8;;1
L2CB;30163;;DAT_LAST_PERIOD_END_DATE_5;8;;1
L2CB;30163;;DAT_CURR_PERIOD_START_DAT_5;8;;1
L2CB;30163;;DAT_CURR_PERIOD_END_DATE_5;8;;1
L2CB;30163;;DAT_DISB_COMPLETION_DATE_5;8;;1
L2CB;30163;;MEA_GRACE_DAYS_5;1;;1
L2CB;30163;;COD_RATE_TBL_MTHD_5;1;;1
L2CB;30163;;MEA_LIMIT_MIN_51;17;;1
L2CB;30163;;MEA_LIMIT_MAX_51;17;;1
L2CB;30163;;FLG_TIER_IND_51;1;;1
L2CB;30163;;MEA_TIER_VALUE_51;9;;1
L2CB;30163;;MEA_LIMIT_MIN_52;17;;1
L2CB;30163;;MEA_LIMIT_MAX_52;17;;1
L2CB;30163;;FLG_TIER_IND_52;1;;1
L2CB;30163;;MEA_TIER_VALUE_52;9;;1
L2CB;30163;;MEA_LIMIT_MIN_53;17;;1
L2CB;30163;;MEA_LIMIT_MAX_53;17;;1
L2CB;30163;;FLG_TIER_IND_53;1;;1
L2CB;30163;;MEA_TIER_VALUE_53;9;;1
L2CB;30163;;MEA_LIMIT_MIN_54;17;;1
L2CB;30163;;MEA_LIMIT_MAX_54;17;;1
L2CB;30163;;FLG_TIER_IND_54;1;;1
L2CB;30163;;MEA_TIER_VALUE_54;9;;1
L2CB;30163;;MEA_LIMIT_MIN_55;17;;1
L2CB;30163;;MEA_LIMIT_MAX_55;17;;1
L2CB;30163;;FLG_TIER_IND_55;1;;1
L2CB;30163;;MEA_TIER_VALUE_55;9;;1
L2CB;30163;;FILLER_6;18;;1
L2CB;30163;;COD_OFFER_ID_6;10;;1
L2CB;30163;;COD_OFFER_DESC_6;40;;1
L2CB;30163;;MEA_CURR_CYCLE_SPEND_6;13;;1
L2CB;30163;;MEA_LAST_CYCLE_SPEND_6;13;;1
L2CB;30163;;MEA_TOT_CB_RECEIVED_6;13;;1
L2CB;30163;;DAT_OFFER_ACCEPT_DATE_6;8;;1
L2CB;30163;;DAT_OFFER_START_DATE_6;8;;1
L2CB;30163;;DAT_OFFER_ACTUAL_END_DATE_6;8;;1
L2CB;30163;;COD_DISB_MODE_6;1;;1
L2CB;30163;;DAT_LAST_DISB_DATE_6;8;;1
L2CB;30163;;DAT_NEXT_DISB_DATE_6;8;;1
L2CB;30163;;COD_OFFER_PERIOD_FREQ_6;1;;1
L2CB;30163;;COD_OFFER_PERIOD_VALUE_6;2;;1
L2CB;30163;;DAT_LAST_PERIOD_START_DAT_6;8;;1
L2CB;30163;;DAT_LAST_PERIOD_END_DATE_6;8;;1
L2CB;30163;;DAT_CURR_PERIOD_START_DAT_6;8;;1
L2CB;30163;;DAT_CURR_PERIOD_END_DATE_6;8;;1
L2CB;30163;;DAT_DISB_COMPLETION_DATE_6;8;;1
L2CB;30163;;MEA_GRACE_DAYS_6;1;;1
L2CB;30163;;COD_RATE_TBL_MTHD_6;1;;1
L2CB;30163;;MEA_LIMIT_MIN_61;17;;1
L2CB;30163;;MEA_LIMIT_MAX_61;17;;1
L2CB;30163;;FLG_TIER_IND_61;1;;1
L2CB;30163;;MEA_TIER_VALUE_61;9;;1
L2CB;30163;;MEA_LIMIT_MIN_62;17;;1
L2CB;30163;;MEA_LIMIT_MAX_62;17;;1
L2CB;30163;;FLG_TIER_IND_62;1;;1
L2CB;30163;;MEA_TIER_VALUE_62;9;;1
L2CB;30163;;MEA_LIMIT_MIN_63;17;;1
L2CB;30163;;MEA_LIMIT_MAX_63;17;;1
L2CB;30163;;FLG_TIER_IND_63;1;;1
L2CB;30163;;MEA_TIER_VALUE_63;9;;1
L2CB;30163;;MEA_LIMIT_MIN_64;17;;1
L2CB;30163;;MEA_LIMIT_MAX_64;17;;1
L2CB;30163;;FLG_TIER_IND_64;1;;1
L2CB;30163;;MEA_TIER_VALUE_64;9;;1
L2CB;30163;;MEA_LIMIT_MIN_65;17;;1
L2CB;30163;;MEA_LIMIT_MAX_65;17;;1
L2CB;30163;;FLG_TIER_IND_65;1;;1
L2CB;30163;;MEA_TIER_VALUE_65;9;;1
L2CB;30163;;FILLER_7;18;;1
L2CB;30163;;COD_OFFER_ID_7;10;;1
L2CB;30163;;COD_OFFER_DESC_7;40;;1
L2CB;30163;;MEA_CURR_CYCLE_SPEND_7;13;;1
L2CB;30163;;MEA_LAST_CYCLE_SPEND_7;13;;1
L2CB;30163;;MEA_TOT_CB_RECEIVED_7;13;;1
L2CB;30163;;DAT_OFFER_ACCEPT_DATE_7;8;;1
L2CB;30163;;DAT_OFFER_START_DATE_7;8;;1
L2CB;30163;;DAT_OFFER_ACTUAL_END_DATE_7;8;;1
L2CB;30163;;COD_DISB_MODE_7;1;;1
L2CB;30163;;DAT_LAST_DISB_DATE_7;8;;1
L2CB;30163;;DAT_NEXT_DISB_DATE_7;8;;1
L2CB;30163;;COD_OFFER_PERIOD_FREQ_7;1;;1
L2CB;30163;;COD_OFFER_PERIOD_VALUE_7;2;;1
L2CB;30163;;DAT_LAST_PERIOD_START_DAT_7;8;;1
L2CB;30163;;DAT_LAST_PERIOD_END_DATE_7;8;;1
L2CB;30163;;DAT_CURR_PERIOD_START_DAT_7;8;;1
L2CB;30163;;DAT_CURR_PERIOD_END_DATE_7;8;;1
L2CB;30163;;DAT_DISB_COMPLETION_DATE_7;8;;1
L2CB;30163;;MEA_GRACE_DAYS_7;1;;1
L2CB;30163;;COD_RATE_TBL_MTHD_7;1;;1
L2CB;30163;;MEA_LIMIT_MIN_71;17;;1
L2CB;30163;;MEA_LIMIT_MAX_71;17;;1
L2CB;30163;;FLG_TIER_IND_71;1;;1
L2CB;30163;;MEA_TIER_VALUE_71;9;;1
L2CB;30163;;MEA_LIMIT_MIN_72;17;;1
L2CB;30163;;MEA_LIMIT_MAX_72;17;;1
L2CB;30163;;FLG_TIER_IND_72;1;;1
L2CB;30163;;MEA_TIER_VALUE_72;9;;1
L2CB;30163;;MEA_LIMIT_MIN_73;17;;1
L2CB;30163;;MEA_LIMIT_MAX_73;17;;1
L2CB;30163;;FLG_TIER_IND_73;1;;1
L2CB;30163;;MEA_TIER_VALUE_73;9;;1
L2CB;30163;;MEA_LIMIT_MIN_74;17;;1
L2CB;30163;;MEA_LIMIT_MAX_74;17;;1
L2CB;30163;;FLG_TIER_IND_74;1;;1
L2CB;30163;;MEA_TIER_VALUE_74;9;;1
L2CB;30163;;MEA_LIMIT_MIN_75;17;;1
L2CB;30163;;MEA_LIMIT_MAX_75;17;;1
L2CB;30163;;FLG_TIER_IND_75;1;;1
L2CB;30163;;MEA_TIER_VALUE_75;9;;1
L2CB;30163;;FILLER_8;18;;1
L2CB;30163;;COD_OFFER_ID_8;10;;1
L2CB;30163;;COD_OFFER_DESC_8;40;;1
L2CB;30163;;MEA_CURR_CYCLE_SPEND_8;13;;1
L2CB;30163;;MEA_LAST_CYCLE_SPEND_8;13;;1
L2CB;30163;;MEA_TOT_CB_RECEIVED_8;13;;1
L2CB;30163;;DAT_OFFER_ACCEPT_DATE_8;8;;1
L2CB;30163;;DAT_OFFER_START_DATE_8;8;;1
L2CB;30163;;DAT_OFFER_ACTUAL_END_DATE_8;8;;1
L2CB;30163;;COD_DISB_MODE_8;1;;1
L2CB;30163;;DAT_LAST_DISB_DATE_8;8;;1
L2CB;30163;;DAT_NEXT_DISB_DATE_8;8;;1
L2CB;30163;;COD_OFFER_PERIOD_FREQ_8;1;;1
L2CB;30163;;COD_OFFER_PERIOD_VALUE_8;2;;1
L2CB;30163;;DAT_LAST_PERIOD_START_DAT_8;8;;1
L2CB;30163;;DAT_LAST_PERIOD_END_DATE_8;8;;1
L2CB;30163;;DAT_CURR_PERIOD_START_DAT_8;8;;1
L2CB;30163;;DAT_CURR_PERIOD_END_DATE_8;8;;1
L2CB;30163;;DAT_DISB_COMPLETION_DATE_8;8;;1
L2CB;30163;;MEA_GRACE_DAYS_8;1;;1
L2CB;30163;;COD_RATE_TBL_MTHD_8;1;;1
L2CB;30163;;MEA_LIMIT_MIN_81;17;;1
L2CB;30163;;MEA_LIMIT_MAX_81;17;;1
L2CB;30163;;FLG_TIER_IND_81;1;;1
L2CB;30163;;MEA_TIER_VALUE_81;9;;1
L2CB;30163;;MEA_LIMIT_MIN_82;17;;1
L2CB;30163;;MEA_LIMIT_MAX_82;17;;1
L2CB;30163;;FLG_TIER_IND_82;1;;1
L2CB;30163;;MEA_TIER_VALUE_82;9;;1
L2CB;30163;;MEA_LIMIT_MIN_83;17;;1
L2CB;30163;;MEA_LIMIT_MAX_83;17;;1
L2CB;30163;;FLG_TIER_IND_83;1;;1
L2CB;30163;;MEA_TIER_VALUE_83;9;;1
L2CB;30163;;MEA_LIMIT_MIN_84;17;;1
L2CB;30163;;MEA_LIMIT_MAX_84;17;;1
L2CB;30163;;FLG_TIER_IND_84;1;;1
L2CB;30163;;MEA_TIER_VALUE_84;9;;1
L2CB;30163;;MEA_LIMIT_MIN_85;17;;1
L2CB;30163;;MEA_LIMIT_MAX_85;17;;1
L2CB;30163;;FLG_TIER_IND_85;1;;1
L2CB;30163;;MEA_TIER_VALUE_85;9;;1
L2CB;30163;;FILLER_9;18;;1
L2CB;30163;;COD_OFFER_ID_9;10;;1
L2CB;30163;;COD_OFFER_DESC_9;40;;1
L2CB;30163;;MEA_CURR_CYCLE_SPEND_9;13;;1
L2CB;30163;;MEA_LAST_CYCLE_SPEND_9;13;;1
L2CB;30163;;MEA_TOT_CB_RECEIVED_9;13;;1
L2CB;30163;;DAT_OFFER_ACCEPT_DATE_9;8;;1
L2CB;30163;;DAT_OFFER_START_DATE_9;8;;1
L2CB;30163;;DAT_OFFER_ACTUAL_END_DATE_9;8;;1
L2CB;30163;;COD_DISB_MODE_9;1;;1
L2CB;30163;;DAT_LAST_DISB_DATE_9;8;;1
L2CB;30163;;DAT_NEXT_DISB_DATE_9;8;;1
L2CB;30163;;COD_OFFER_PERIOD_FREQ_9;1;;1
L2CB;30163;;COD_OFFER_PERIOD_VALUE_9;2;;1
L2CB;30163;;DAT_LAST_PERIOD_START_DAT_9;8;;1
L2CB;30163;;DAT_LAST_PERIOD_END_DATE_9;8;;1
L2CB;30163;;DAT_CURR_PERIOD_START_DAT_9;8;;1
L2CB;30163;;DAT_CURR_PERIOD_END_DATE_9;8;;1
L2CB;30163;;DAT_DISB_COMPLETION_DATE_9;8;;1
L2CB;30163;;MEA_GRACE_DAYS_9;1;;1
L2CB;30163;;COD_RATE_TBL_MTHD_9;1;;1
L2CB;30163;;MEA_LIMIT_MIN_91;17;;1
L2CB;30163;;MEA_LIMIT_MAX_91;17;;1
L2CB;30163;;FLG_TIER_IND_91;1;;1
L2CB;30163;;MEA_TIER_VALUE_91;9;;1
L2CB;30163;;MEA_LIMIT_MIN_92;17;;1
L2CB;30163;;MEA_LIMIT_MAX_92;17;;1
L2CB;30163;;FLG_TIER_IND_92;1;;1
L2CB;30163;;MEA_TIER_VALUE_92;9;;1
L2CB;30163;;MEA_LIMIT_MIN_93;17;;1
L2CB;30163;;MEA_LIMIT_MAX_93;17;;1
L2CB;30163;;FLG_TIER_IND_93;1;;1
L2CB;30163;;MEA_TIER_VALUE_93;9;;1
L2CB;30163;;MEA_LIMIT_MIN_94;17;;1
L2CB;30163;;MEA_LIMIT_MAX_94;17;;1
L2CB;30163;;FLG_TIER_IND_94;1;;1
L2CB;30163;;MEA_TIER_VALUE_94;9;;1
L2CB;30163;;MEA_LIMIT_MIN_95;17;;1
L2CB;30163;;MEA_LIMIT_MAX_95;17;;1
L2CB;30163;;FLG_TIER_IND_95;1;;1
L2CB;30163;;MEA_TIER_VALUE_95;9;;1
L2CB;30163;;FILLER_10;18;;1
L2BSUP;20181;10306;Organisation;3;;6
L2BSUP;20181;10306;Account Number;19;;9
L2BSUP;20181;10306;Logo;3;;9
L2BSUP;20181;10306;Short Name;20;;2
L2BSUP;20181;10306;Customer Number;19;;5
L2BSUP;20181;10306;Alternate Customer Number Flag;1;;2
L2BSUP;20181;10306;Alternate Customer Number;19;;2
L2BSUP;20181;10306;User Account Number;19;;2
L2BSUP;20181;10306;State of Residence;3;;2
L2BSUP;20181;10306;State of Issue;3;;2
L2BSUP;20181;10306;Transfer Organisation;3;;2
L2BSUP;20181;10306;Transfer Logo;3;;2
L2BSUP;20181;10306;Transfer Account;19;;2
L2BSUP;20181;10306;Account Type;1;;2
L2BSUP;20181;10306;Source;1;;4
L2BSUP;20181;10306;Status;1;;5
L2BSUP;20181;10306;Charge-off Status;1;;2
L2BSUP;20181;10306;Over limit Flag;1;;2
L2BSUP;20181;10306;Cycle Over limit Fee Indicator;1;;2
L2BSUP;20181;10306;Over limit number of cycles;3;;2
L2BSUP;20181;10306;Condition of account;1;;2
L2BSUP;20181;10306;Block Code 1;1;;2
L2BSUP;20181;10306;Block Code 2 ;1;;2
L2BSUP;20181;10306;Card Usage Flag;1;;2
L2BSUP;20181;10306;Processing Control Table (PCT) Level;1;;2
L2BSUP;20181;10306;PCT Level Start Date;8;;2
L2BSUP;20181;10306;PCT Level Expiry Date;8;;2
L2BSUP;20181;10306;PCT Control ID;3;;2
L2BSUP;20181;10306;PCT Start Date;8;;2
L2BSUP;20181;10306;PCT Expiry Date;8;;2
L2BSUP;20181;10306;Account Control Table Override;3;;2
L2BSUP;20181;10306;Billing Cycle;2;;2
L2BSUP;20181;10306;Statement Flag;1;;2
L2BSUP;20181;10306;Statement Frequency;2;;2
L2BSUP;20181;10306;Return Mail Counter;2;;2
L2BSUP;20181;10306;Return Mail User;3;;2
L2BSUP;20181;10306;Return Mail Date;8;;2
L2BSUP;20181;10306;Originating Bank Number;5;;2
L2BSUP;20181;10306;Originating Branch Number;9;;2
L2BSUP;20181;10306;Owning Bank Number;5;;2
L2BSUP;20181;10306;Owning Branch Number;9;;2
L2BSUP;20181;10306;Current Collector;3;;2
L2BSUP;20181;10306;Permanent Collector;3;;2
L2BSUP;20181;10306;User Code 1;2;;2
L2BSUP;20181;10306;User Code 2;2;;2
L2BSUP;20181;10306;User Code 3;2;;2
L2BSUP;20181;10306;User Code 4;2;;2
L2BSUP;20181;10306;User Code 5;2;;2
L2BSUP;20181;10306;User Code 6;2;;2
L2BSUP;20181;10306;User Code 7;2;;2
L2BSUP;20181;10306;User Code 8;2;;2
L2BSUP;20181;10306;User Code 9;2;;2
L2BSUP;20181;10306;User Code 10;2;;2
L2BSUP;20181;10306;User Code 11;2;;2
L2BSUP;20181;10306;User Code 12;2;;2
L2BSUP;20181;10306;User Code 13;2;;2
L2BSUP;20181;10306;User Code 14;2;;2
L2BSUP;20181;10306;Owner Flag;1;;2
L2BSUP;20181;10306;Employee Code;2;;2
L2BSUP;20181;10306;Source Code;20;;2
L2BSUP;20181;10306;Promotion Code 1;4;;2
L2BSUP;20181;10306;Promotion Code 1 Status;1;;2
L2BSUP;20181;10306;Promotion Code 2;4;;2
L2BSUP;20181;10306;Promotion Code 2 Status;1;;2
L2BSUP;20181;10306;Promotion Code 3;4;;2
L2BSUP;20181;10306;Promotion Code 3 Status;1;;2
L2BSUP;20181;10306;Promotion Code 4;4;;2
L2BSUP;20181;10306;Promotion Code 4 Status;1;;2
L2BSUP;20181;10306;Waive Late Charges;1;;2
L2BSUP;20181;10306;Waive Interest;1;;2
L2BSUP;20181;10306;Waive Service Charge 1;1;;2
L2BSUP;20181;10306;Waive Service Charge 2;1;;2
L2BSUP;20181;10306;Waive Service Charge 3;1;;2
L2BSUP;20181;10306;Waive Service Charge 4;1;;2
L2BSUP;20181;10306;Waive Service Charge 5;1;;2
L2BSUP;20181;10306;Waive Service Charge 6;1;;2
L2BSUP;20181;10306;Waive Service Charge 7;1;;2
L2BSUP;20181;10306;Waive Service Charge 8;1;;2
L2BSUP;20181;10306;Waive Service Charge 9;1;;2
L2BSUP;20181;10306;Waive Service Charge 10;1;;2
L2BSUP;20181;10306;Waive Service Charge 11;1;;2
L2BSUP;20181;10306;Waive Service Charge 12;1;;2
L2BSUP;20181;10306;Waive Service Charge 13;1;;2
L2BSUP;20181;10306;Waive Service Charge 14;1;;2
L2BSUP;20181;10306;Waive Service Charge 15;1;;2
L2BSUP;20181;10306;Waive Service Charge 16;1;;2
L2BSUP;20181;10306;Waive Service Charge 17;1;;2
L2BSUP;20181;10306;Waive Service Charge 18;1;;2
L2BSUP;20181;10306;Waive Service Charge 19;1;;2
L2BSUP;20181;10306;Waive Service Charge 20;1;;2
L2BSUP;20181;10306;Waive Service Charge 21;1;;2
L2BSUP;20181;10306;Waive Service Charge 22;1;;2
L2BSUP;20181;10306;Waive Service Charge 23;1;;2
L2BSUP;20181;10306;Waive Service Charge 24;1;;2
L2BSUP;20181;10306;Waive Service Charge 25;1;;2
L2BSUP;20181;10306;Waive Fee Charge;1;;2
L2BSUP;20181;10306;Waive Late Notices;1;;2
L2BSUP;20181;10306;Waive Over limit Notice;1;;2
L2BSUP;20181;10306;Waive Over limit Fee;1;;2
L2BSUP;20181;10306;Waive NSF Fee;1;;2
L2BSUP;20181;10306;Waive Card Fee;1;;2
L2BSUP;20181;10306;Waive Letter Fee;1;;2
L2BSUP;20181;10306;Flexible Billing Flag;1;;2
L2BSUP;20181;10306;Application Date;8;;2
L2BSUP;20181;10306;Opened Date;8;;2
L2BSUP;20181;10306;Block Code 1 Date;8;;2
L2BSUP;20181;10306;Block Code 2 Date;8;;2
L2BSUP;20181;10306;Last Status Change Date;8;;2
L2BSUP;20181;10306;Closed Date;8;;2
L2BSUP;20181;10306;Charge Off Date;8;;2
L2BSUP;20181;10306;Card Fee Date ;8;;2
L2BSUP;20181;10306;Card Fee Date – Date First Purchase;8;;2
L2BSUP;20181;10306;Last Purchase Date;8;;2
L2BSUP;20181;10306;Last Return Date;8;;2
L2BSUP;20181;10306;Last Delinquent Date ;8;;2
L2BSUP;20181;10306;Prior Delinquent Date;8;;2
L2BSUP;20181;10306;Last Accrued Date;8;;2
L2BSUP;20181;10306;Last Activity Date ;8;;2
L2BSUP;20181;10306;Last Reversed Payment Date;8;;2
L2BSUP;20181;10306;Credit Limit Date;8;;2
L2BSUP;20181;10306;Previous Credit Limit Date;8;;2
L2BSUP;20181;10306;Last Statement Date;8;;2
L2BSUP;20181;10306;Next Statement Date;8;;2
L2BSUP;20181;10306;Payment Due Date;8;;2
L2BSUP;20181;10306;Last Payment Date;8;;2
L2BSUP;20181;10306;Credit balance Date;8;;2
L2BSUP;20181;10306;Last Returned Cheque Date;8;;2
L2BSUP;20181;10306;Last debit date;8;;2
L2BSUP;20181;10306;Last Credit Date;8;;2
L2BSUP;20181;10306;Last Maintained Date;8;;2
L2BSUP;20181;10306;Last rate Change Date;8;;2
L2BSUP;20181;10306;Date of Birth;8;;2
L2BSUP;20181;10306;User Date 1;8;;4
L2BSUP;20181;10306;User Date 2;8;;4
L2BSUP;20181;10306;User Date 3;8;;2
L2BSUP;20181;10306;User Date 4;8;;2
L2BSUP;20181;10306;User Date 5;8;;2
L2BSUP;20181;10306;User Date 6;8;;2
L2BSUP;20181;10306;User Date 7;8;;2
L2BSUP;20181;10306;User Date 8;8;;2
L2BSUP;20181;10306;User Date 9;8;;2
L2BSUP;20181;10306;User Date 10;8;;2
L2BSUP;20181;10306;User Date 11;8;;2
L2BSUP;20181;10306;User Date 12;8;;2
L2BSUP;20181;10306;User Date 13;8;;2
L2BSUP;20181;10306;User Date 14;8;;2
L2BSUP;20181;10306;Transfer Effective Date;8;;2
L2BSUP;20181;10306;Last Re-Age Date;8;;2
L2BSUP;20181;10306;Filler (ACH Authorisation date);8;;1
L2BSUP;20181;10306;ACH Effective Date;8;;2
L2BSUP;20181;10306;Card Expiration Date;8;;2
L2BSUP;20181;10306;Credit Bureau Score – sign;1;;2
L2BSUP;20181;10306;Credit Bureau Score;5;;2
L2BSUP;20181;10306;Application Credit Score – sign;1;;2
L2BSUP;20181;10306;Application Credit Score;5;;2
L2BSUP;20181;10306;Miscellaneous Credit Score – sign;1;;2
L2BSUP;20181;10306;Miscellaneous Credit Score;5;;2
L2BSUP;20181;10306;Credit Limit – sign;1;;2
L2BSUP;20181;10306;Credit Limit;17;;2
L2BSUP;20181;10306;Last Credit Limit – sign;1;;2
L2BSUP;20181;10306;Last Credit Limit;17;;2
L2BSUP;20181;10306;High Balance – sign;1;;2
L2BSUP;20181;10306;High Balance;17;;2
L2BSUP;20181;10306;Income – sign;1;;2
L2BSUP;20181;10306;Income;17;;2
L2BSUP;20181;10306;Number NSF – sign;1;;2
L2BSUP;20181;10306;Number NSF;3;;2
L2BSUP;20181;10306;Number Unblocked Cards – sign;1;;2
L2BSUP;20181;10306;Number Unblocked Cards;5;;2
L2BSUP;20181;10306;Months with Balance;1;Campo duplicado;4
L2BSUP;20181;10306;Months with Balance;3;Campo duplicado;4
L2BSUP;20181;10306;Months with Purchases;1;Campo duplicado;4
L2BSUP;20181;10306;Months with Purchases;3;Campo duplicado;4
L2BSUP;20181;10306;Payment Ratio 1 – sign;1;;2
L2BSUP;20181;10306;Payment Ratio 1;4;;2
L2BSUP;20181;10306;Payment Ratio 2 – sign;1;;2
L2BSUP;20181;10306;Payment Ratio 2;4;;2
L2BSUP;20181;10306;Payment Ratio 3 – sign;1;;2
L2BSUP;20181;10306;Payment Ratio 3;4;;2
L2BSUP;20181;10306;Payment Ratio 4 – sign;1;;2
L2BSUP;20181;10306;Payment Ratio 4;4;;2
L2BSUP;20181;10306;Payment Ratio 5 – sign;1;;2
L2BSUP;20181;10306;Payment Ratio 5;4;;2
L2BSUP;20181;10306;Payment Ratio 6 – sign;1;;2
L2BSUP;20181;10306;Payment Ratio 6;4;;2
L2BSUP;20181;10306;Payment Ratio 7 – sign;1;;2
L2BSUP;20181;10306;Payment Ratio 7;4;;2
L2BSUP;20181;10306;Payment Ratio 8 – sign;1;;2
L2BSUP;20181;10306;Payment Ratio 8;4;;2
L2BSUP;20181;10306;Payment Ratio 9 – sign;1;;2
L2BSUP;20181;10306;Payment Ratio 9;4;;2
L2BSUP;20181;10306;Payment Ratio 10 – sign;1;;2
L2BSUP;20181;10306;Payment Ratio 10;4;;2
L2BSUP;20181;10306;Payment Ratio 11 – sign;1;;2
L2BSUP;20181;10306;Payment Ratio 11;4;;2
L2BSUP;20181;10306;Payment Ratio 12 – sign;1;;2
L2BSUP;20181;10306;Payment Ratio 12;4;;2
L2BSUP;20181;10306;Delinquency History 1;1;;2
L2BSUP;20181;10306;Payment History 1;1;;2
L2BSUP;20181;10306;Delinquency History 2;1;;2
L2BSUP;20181;10306;Payment History 2;1;;2
L2BSUP;20181;10306;Delinquency History 3;1;;2
L2BSUP;20181;10306;Payment History 3;1;;2
L2BSUP;20181;10306;Delinquency History 4;1;;2
L2BSUP;20181;10306;Payment History 4;1;;2
L2BSUP;20181;10306;Delinquency History 5;1;;2
L2BSUP;20181;10306;Payment History 5;1;;2
L2BSUP;20181;10306;Delinquency History 6;1;;2
L2BSUP;20181;10306;Payment History 6;1;;2
L2BSUP;20181;10306;Delinquency History 7;1;;2
L2BSUP;20181;10306;Payment History 7;1;;2
L2BSUP;20181;10306;Delinquency History 8;1;;2
L2BSUP;20181;10306;Payment History 8;1;;2
L2BSUP;20181;10306;Delinquency History 9;1;;2
L2BSUP;20181;10306;Payment History 9;1;;2
L2BSUP;20181;10306;Delinquency History 10;1;;2
L2BSUP;20181;10306;Payment History 10;1;;2
L2BSUP;20181;10306;Delinquency History 11;1;;2
L2BSUP;20181;10306;Payment History 11;1;;2
L2BSUP;20181;10306;Delinquency History 12;1;;2
L2BSUP;20181;10306;Payment History 12;1;;2
L2BSUP;20181;10306;Delinquency History 13;1;;2
L2BSUP;20181;10306;Payment History 13;1;;2
L2BSUP;20181;10306;Delinquency History 14;1;;2
L2BSUP;20181;10306;Payment History 14;1;;2
L2BSUP;20181;10306;Delinquency History 15;1;;2
L2BSUP;20181;10306;Payment History 15;1;;2
L2BSUP;20181;10306;Delinquency History 16;1;;2
L2BSUP;20181;10306;Payment History 16;1;;2
L2BSUP;20181;10306;Delinquency History 17;1;;2
L2BSUP;20181;10306;Payment History 17;1;;2
L2BSUP;20181;10306;Delinquency History 18;1;;2
L2BSUP;20181;10306;Payment History 18;1;;2
L2BSUP;20181;10306;Delinquency History 19;1;;2
L2BSUP;20181;10306;Payment History 19;1;;2
L2BSUP;20181;10306;Delinquency History 20;1;;2
L2BSUP;20181;10306;Payment History 20;1;;2
L2BSUP;20181;10306;Delinquency History 21;1;;2
L2BSUP;20181;10306;Payment History 21;1;;2
L2BSUP;20181;10306;Delinquency History 22;1;;2
L2BSUP;20181;10306;Payment History 22;1;;2
L2BSUP;20181;10306;Delinquency History 23;1;;2
L2BSUP;20181;10306;Payment History 23;1;;2
L2BSUP;20181;10306;Delinquency History 24;1;;2
L2BSUP;20181;10306;Payment History 24;1;;2
L2BSUP;20181;10306;Payment Days Delinquent – sign;1;;2
L2BSUP;20181;10306;Payment Days Delinquent;3;;2
L2BSUP;20181;10306;Payment Cycle to date – sign;1;;2
L2BSUP;20181;10306;Payment Cycle to date;17;;2
L2BSUP;20181;10306;Payment Cycle to Date Number – sign;1;;2
L2BSUP;20181;10306;Payment Cycle to Date Number;3;;2
L2BSUP;20181;10306;Payment Last Requested – sign;1;;2
L2BSUP;20181;10306;Payment Last Requested;17;;2
L2BSUP;20181;10306;Payment Skip Flag;1;;2
L2BSUP;20181;10306;ACH Payment Flag;1;;2
L2BSUP;20181;10306;ACH Debit Type;1;;2
L2BSUP;20181;10306;ACH Routing / Transit Number – sign;1;;2
L2BSUP;20181;10306;ACH Routing / Transit Number;10;;2
L2BSUP;20181;10306;ACH Debit Account Number ;17;;2
L2BSUP;20181;10306;Payment Times Reaged – sign;1;;2
L2BSUP;20181;10306;Payment Times Reaged;3;;2
L2BSUP;20181;10306;Payment Cycle Due Code;1;;2
L2BSUP;20181;10306;Payment Amount Prepaid – sign;1;;2
L2BSUP;20181;10306;Payment Amount Prepaid;17;;2
L2BSUP;20181;10306;Payment Number Prepaid – sign;1;;2
L2BSUP;20181;10306;Payment Number Prepaid;3;;2
L2BSUP;20181;10306;Payment Total Amount Due – sign;1;;2
L2BSUP;20181;10306;Payment Total Amount Due;17;;2
L2BSUP;20181;10306;Payment Grace Days – sign;1;;2
L2BSUP;20181;10306;Payment Grace Days;3;;2
L2BSUP;20181;10306;Payment Current Due – sign;1;;2
